usuario,genero,minutos_reproducidos
u07763,Accion,374
u07764,Comedia,299
u07765,Accion,294
u07766,CienciaFiccion,410
u07767,Comedia,485
u07768,Documental,224
u07769,Documental,154
u07770,Documental,149
u07771,Documental,92
u07772,Drama,53
u07773,Comedia,486
u07774,Romance,413
u07775,Drama,324
u07776,Accion,126
u07777,CienciaFiccion,332
u07778,Comedia,330
u07779,Documental,111
u07780,Comedia,268
u07781,Romance,465
u07782,Romance,390
u07783,Comedia,50
u07784,CienciaFiccion,403
u07785,Terror,376
u07786,Documental,272
u07787,Accion,288
u07788,Accion,255
u07789,Drama,213
u07790,Terror,371
u07791,CienciaFiccion,102
u07792,Romance,359
u07793,Terror,371
u07794,Comedia,177
u07795,Terror,423
u07796,CienciaFiccion,200
u07797,CienciaFiccion,156
u07798,Romance,167
u07799,Terror,455
u07800,Comedia,382
u07801,Comedia,289
u07802,CienciaFiccion,417
u07803,Romance,239
u07804,Accion,491
u07805,Drama,349
u07806,Accion,368
u07807,Documental,378
u07808,CienciaFiccion,192
u07809,Accion,100
u07810,Terror,499
u07811,Drama,383
u07812,Romance,459
u07813,Animacion,192
u07814,Documental,461
u07815,Animacion,166
u07816,Terror,498
u07817,Terror,265
u07818,Romance,347
u07819,Comedia,141
u07820,Documental,246
u07821,Terror,11
u07822,Comedia,372
u07823,Animacion,99
u07824,Accion,469
u07825,Drama,361
u07826,Romance,306
u07827,Terror,156
u07828,Accion,111
u07829,CienciaFiccion,394
u07830,Terror,67
u07831,CienciaFiccion,378
u07832,Terror,31
u07833,CienciaFiccion,313
u07834,Terror,473
u07835,Drama,245
u07836,Accion,448
u07837,CienciaFiccion,200
u07838,Drama,85
u07839,Accion,383
u07840,Accion,374
u07841,Comedia,168
u07842,Documental,20
u07843,Documental,145
u07844,Comedia,404
u07845,Drama,465
u07846,Comedia,472
u07847,Accion,261
u07848,Romance,319
u07849,CienciaFiccion,269
u07850,Comedia,127
u07851,Terror,232
u07852,Comedia,461
u07853,Romance,82
u07854,Accion,342
u07855,Accion,205
u07856,Documental,187
u07857,CienciaFiccion,237
u07858,Documental,75
u07859,Animacion,355
u07860,Animacion,382
u07861,Accion,151
u07862,CienciaFiccion,122
u07863,Romance,272
u07864,Terror,394
u07865,Terror,407
u07866,Animacion,450
u07867,CienciaFiccion,101
u07868,Comedia,458
u07869,CienciaFiccion,200
u07870,Drama,474
u07871,Terror,421
u07872,CienciaFiccion,58
u07873,Terror,141
u07874,Terror,51
u07875,Animacion,452
u07876,Documental,227
u07877,Comedia,63
u07878,CienciaFiccion,15
u07879,Accion,251
u07880,Accion,443
u07881,Animacion,446
u07882,Animacion,452
u07883,Terror,356
u07884,Documental,122
u07885,Accion,143
u07886,Terror,134
u07887,Terror,2
u07888,Animacion,445
u07889,Comedia,432
u07890,Documental,52
u07891,Animacion,266
u07892,Documental,329
u07893,Romance,285
u07894,Documental,59
u07895,Documental,154
u07896,Animacion,29
u07897,Drama,57
u07898,Animacion,69
u07899,Documental,193
u07900,Accion,156
u07901,Animacion,311
u07902,Romance,388
u07903,Comedia,388
u07904,Terror,307
u07905,Animacion,5
u07906,Animacion,248
u07907,CienciaFiccion,22
u07908,CienciaFiccion,33
u07909,Accion,300
u07910,Documental,118
u07911,CienciaFiccion,458
u07912,CienciaFiccion,461
u07913,Drama,141
u07914,Drama,366
u07915,Drama,256
u07916,Drama,198
u07917,CienciaFiccion,358
u07918,Terror,324
u07919,Romance,494
u07920,CienciaFiccion,458
u07921,Documental,486
u07922,Accion,331
u07923,Romance,136
u07924,Animacion,141
u07925,Animacion,269
u07926,Accion,477
u07927,Animacion,390
u07928,Comedia,22
u07929,Terror,287
u07930,CienciaFiccion,282
u07931,Terror,168
u07932,CienciaFiccion,433
u07933,Documental,204
u07934,Comedia,23
u07935,CienciaFiccion,40
u07936,Romance,466
u07937,Terror,241
u07938,Accion,154
u07939,Terror,154
u07940,Romance,35
u07941,CienciaFiccion,359
u07942,CienciaFiccion,446
u07943,Terror,119
u07944,Documental,402
u07945,Accion,227
u07946,Drama,268
u07947,CienciaFiccion,161
u07948,Documental,137
u07949,Documental,85
u07950,Comedia,194
u07951,Romance,227
u07952,Terror,111
u07953,Terror,48
u07954,Drama,272
u07955,Terror,93
u07956,Drama,407
u07957,Romance,442
u07958,Comedia,236
u07959,Terror,333
u07960,Romance,208
u07961,Accion,231
u07962,Terror,230
u07963,Terror,169
u07964,Documental,374
u07965,Drama,170
u07966,Comedia,408
u07967,Animacion,175
u07968,Accion,41
u07969,Terror,334
u07970,Animacion,213
u07971,Drama,16
u07972,Romance,360
u07973,Animacion,180
u07974,Documental,335
u07975,Animacion,42
u07976,Drama,197
u07977,Comedia,227
u07978,Terror,183
u07979,CienciaFiccion,374
u07980,Terror,390
u07981,Drama,396
u07982,Drama,118
u07983,CienciaFiccion,475
u07984,Romance,283
u07985,Drama,451
u07986,CienciaFiccion,285
u07987,Animacion,478
u07988,Documental,86
u07989,Comedia,271
u07990,Romance,284
u07991,Accion,144
u07992,Comedia,426
u07993,CienciaFiccion,461
u07994,Comedia,298
u07995,Documental,162
u07996,Accion,232
u07997,Romance,447
u07998,Accion,410
u07999,CienciaFiccion,80
u08000,Comedia,406
u08001,Terror,255
u08002,Animacion,170
u08003,Romance,155
u08004,CienciaFiccion,295
u08005,Terror,275
u08006,Comedia,383
u08007,Romance,259
u08008,CienciaFiccion,145
u08009,Romance,284
u08010,Drama,293
u08011,CienciaFiccion,281
u08012,Animacion,112
u08013,Animacion,361
u08014,Animacion,241
u08015,CienciaFiccion,203
u08016,Animacion,168
u08017,Accion,375
u08018,CienciaFiccion,236
u08019,Animacion,221
u08020,Animacion,199
u08021,Drama,202
u08022,Comedia,376
u08023,Drama,455
u08024,Comedia,218
u08025,Romance,179
u08026,Comedia,422
u08027,Accion,416
u08028,Drama,49
u08029,Terror,187
u08030,Drama,318
u08031,Comedia,62
u08032,Animacion,413
u08033,Comedia,335
u08034,Animacion,55
u08035,CienciaFiccion,27
u08036,CienciaFiccion,48
u08037,Animacion,113
u08038,Drama,414
u08039,Drama,91
u08040,Comedia,465
u08041,Accion,96
u08042,Romance,475
u08043,CienciaFiccion,2
u08044,Comedia,440
u08045,Animacion,382
u08046,Romance,297
u08047,Drama,236
u08048,Romance,104
u08049,Terror,358
u08050,Comedia,215
u08051,Romance,463
u08052,Terror,262
u08053,Animacion,436
u08054,Comedia,356
u08055,Terror,250
u08056,Comedia,140
u08057,Romance,189
u08058,CienciaFiccion,3
u08059,Comedia,229
u08060,Drama,303
u08061,Terror,228
u08062,Accion,311
u08063,CienciaFiccion,275
u08064,Drama,100
u08065,Accion,148
u08066,Romance,60
u08067,Romance,337
u08068,Accion,372
u08069,Animacion,456
u08070,Terror,288
u08071,Romance,268
u08072,Drama,373
u08073,Documental,489
u08074,Romance,59
u08075,Documental,473
u08076,Romance,125
u08077,Documental,26
u08078,Animacion,370
u08079,Accion,215
u08080,Documental,263
u08081,Romance,165
u08082,Documental,9
u08083,CienciaFiccion,44
u08084,Drama,410
u08085,Romance,487
u08086,Documental,219
u08087,CienciaFiccion,176
u08088,Animacion,134
u08089,CienciaFiccion,341
u08090,Terror,183
u08091,Drama,357
u08092,Animacion,414
u08093,Romance,300
u08094,CienciaFiccion,301
u08095,Documental,80
u08096,Drama,313
u08097,Accion,153
u08098,Accion,266
u08099,Romance,361
u08100,Accion,252
u08101,CienciaFiccion,50
u08102,Drama,179
u08103,CienciaFiccion,318
u08104,Drama,414
u08105,Romance,78
u08106,Accion,437
u08107,Documental,246
u08108,Drama,483
u08109,Drama,82
u08110,Documental,63
u08111,Drama,53
u08112,Drama,222
u08113,Terror,434
u08114,Animacion,131
u08115,Terror,484
u08116,Drama,65
u08117,Terror,168
u08118,Accion,181
u08119,Drama,2
u08120,Accion,400
u08121,Documental,473
u08122,Terror,132
u08123,Terror,415
u08124,Comedia,313
u08125,Animacion,418
u08126,Animacion,53
u08127,CienciaFiccion,480
u08128,Romance,280
u08129,CienciaFiccion,133
u08130,Drama,148
u08131,CienciaFiccion,54
u08132,Drama,61
u08133,Romance,71
u08134,Terror,27
u08135,Comedia,310
u08136,Terror,497
u08137,CienciaFiccion,139
u08138,Romance,75
u08139,Romance,121
u08140,Accion,497
u08141,Drama,407
u08142,Romance,30
u08143,Romance,498
u08144,Accion,492
u08145,Accion,410
u08146,Drama,363
u08147,CienciaFiccion,498
u08148,CienciaFiccion,271
u08149,Documental,54
u08150,Drama,219
u08151,Drama,190
u08152,Animacion,308
u08153,CienciaFiccion,131
u08154,Animacion,419
u08155,CienciaFiccion,443
u08156,Comedia,242
u08157,Documental,102
u08158,Accion,162
u08159,Comedia,98
u08160,CienciaFiccion,301
u08161,Comedia,239
u08162,Comedia,294
u08163,Animacion,329
u08164,CienciaFiccion,431
u08165,Documental,70
u08166,CienciaFiccion,221
u08167,Romance,114
u08168,Terror,347
u08169,Terror,19
u08170,CienciaFiccion,1
u08171,Documental,371
u08172,Animacion,26
u08173,Romance,197
u08174,Accion,16
u08175,Romance,462
u08176,Drama,321
u08177,Animacion,57
u08178,Drama,50
u08179,Accion,326
u08180,Terror,235
u08181,Documental,85
u08182,Animacion,339
u08183,Terror,169
u08184,Romance,324
u08185,Animacion,111
u08186,Animacion,93
u08187,Documental,243
u08188,Drama,363
u08189,Animacion,46
u08190,Comedia,289
u08191,Comedia,392
u08192,Animacion,177
u08193,Romance,128
u08194,CienciaFiccion,389
u08195,Comedia,72
u08196,Animacion,188
u08197,Animacion,41
u08198,Romance,455
u08199,Comedia,449
u08200,Documental,212
u08201,CienciaFiccion,389
u08202,Romance,94
u08203,Documental,193
u08204,Accion,263
u08205,Accion,484
u08206,Drama,378
u08207,Romance,232
u08208,Comedia,292
u08209,Comedia,164
u08210,Comedia,14
u08211,CienciaFiccion,398
u08212,Accion,228
u08213,Accion,225
u08214,Romance,455
u08215,Comedia,488
u08216,Documental,53
u08217,Documental,262
u08218,Documental,27
u08219,Terror,498
u08220,Romance,17
u08221,Romance,63
u08222,Animacion,356
u08223,Documental,239
u08224,Terror,199
u08225,Terror,409
u08226,Terror,16
u08227,Documental,23
u08228,Romance,123
u08229,Documental,291
u08230,Terror,206
u08231,Comedia,416
u08232,Comedia,307
u08233,Animacion,233
u08234,CienciaFiccion,247
u08235,Comedia,419
u08236,Comedia,105
u08237,Comedia,277
u08238,Documental,220
u08239,Animacion,54
u08240,Documental,302
u08241,Romance,344
u08242,Accion,343
u08243,Comedia,316
u08244,Animacion,56
u08245,Accion,499
u08246,Accion,300
u08247,Animacion,52
u08248,Accion,144
u08249,Drama,319
u08250,Animacion,283
u08251,CienciaFiccion,364
u08252,Documental,356
u08253,Accion,440
u08254,Romance,306
u08255,Accion,123
u08256,Drama,275
u08257,Animacion,64
u08258,Documental,65
u08259,Comedia,405
u08260,CienciaFiccion,184
u08261,Documental,498
u08262,Terror,31
u08263,Animacion,368
u08264,Comedia,126
u08265,CienciaFiccion,377
u08266,CienciaFiccion,254
u08267,Comedia,97
u08268,Terror,200
u08269,Animacion,256
u08270,Terror,433
u08271,Documental,390
u08272,Drama,316
u08273,Animacion,421
u08274,Romance,264
u08275,Romance,165
u08276,Animacion,363
u08277,Accion,178
u08278,Romance,45
u08279,Terror,68
u08280,Drama,482
u08281,Drama,249
u08282,Animacion,429
u08283,Comedia,149
u08284,Comedia,320
u08285,Terror,176
u08286,Terror,26
u08287,Terror,224
u08288,Animacion,359
u08289,Accion,257
u08290,Documental,426
u08291,Comedia,334
u08292,Documental,290
u08293,Documental,262
u08294,Accion,239
u08295,Romance,399
u08296,Animacion,209
u08297,Terror,470
u08298,Drama,152
u08299,Accion,113
u08300,Drama,319
u08301,Comedia,166
u08302,Drama,480
u08303,Drama,103
u08304,Animacion,460
u08305,CienciaFiccion,79
u08306,Terror,359
u08307,Drama,22
u08308,Drama,31
u08309,Drama,248
u08310,Drama,285
u08311,Comedia,448
u08312,Accion,157
u08313,Accion,87
u08314,Romance,319
u08315,Drama,171
u08316,Drama,37
u08317,Accion,312
u08318,Documental,268
u08319,Romance,490
u08320,Comedia,301
u08321,Animacion,375
u08322,Drama,240
u08323,Animacion,263
u08324,Animacion,97
u08325,Animacion,243
u08326,Drama,402
u08327,Drama,286
u08328,Drama,150
u08329,CienciaFiccion,419
u08330,Romance,383
u08331,Comedia,272
u08332,Drama,384
u08333,Comedia,478
u08334,Documental,49
u08335,Romance,399
u08336,Accion,98
u08337,Terror,59
u08338,Accion,304
u08339,Animacion,425
u08340,Documental,45
u08341,Accion,458
u08342,Drama,384
u08343,Comedia,334
u08344,Terror,173
u08345,Romance,395
u08346,Romance,327
u08347,Terror,54
u08348,Drama,206
u08349,Comedia,316
u08350,Comedia,183
u08351,CienciaFiccion,124
u08352,Comedia,133
u08353,Animacion,372
u08354,CienciaFiccion,216
u08355,Comedia,192
u08356,CienciaFiccion,420
u08357,Comedia,255
u08358,Comedia,359
u08359,CienciaFiccion,392
u08360,Documental,104
u08361,Romance,58
u08362,Terror,339
u08363,Animacion,226
u08364,Romance,249
u08365,CienciaFiccion,259
u08366,Accion,390
u08367,Accion,136
u08368,Terror,292
u08369,Romance,8
u08370,Comedia,58
u08371,Documental,193
u08372,Drama,193
u08373,Drama,385
u08374,Accion,42
u08375,Documental,148
u08376,Accion,426
u08377,Romance,266
u08378,Comedia,15
u08379,Terror,15
u08380,Documental,439
u08381,CienciaFiccion,386
u08382,Romance,365
u08383,Romance,197
u08384,Romance,461
u08385,Terror,219
u08386,Drama,345
u08387,CienciaFiccion,357
u08388,Comedia,363
u08389,Terror,288
u08390,Animacion,18
u08391,Terror,363
u08392,Drama,423
u08393,Documental,301
u08394,Romance,178
u08395,CienciaFiccion,117
u08396,Accion,78
u08397,CienciaFiccion,464
u08398,CienciaFiccion,106
u08399,Comedia,215
u08400,Drama,88
u08401,Drama,107
u08402,Accion,354
u08403,Animacion,389
u08404,Comedia,8
u08405,Romance,444
u08406,CienciaFiccion,268
u08407,Romance,301
u08408,CienciaFiccion,368
u08409,Accion,269
u08410,Comedia,387
u08411,Accion,429
u08412,Romance,41
u08413,Romance,307
u08414,Drama,229
u08415,Accion,271
u08416,Terror,111
u08417,Drama,170
u08418,Documental,379
u08419,Romance,88
u08420,Romance,10
u08421,Drama,213
u08422,Accion,457
u08423,Animacion,179
u08424,Documental,224
u08425,Documental,38
u08426,Animacion,443
u08427,Drama,327
u08428,Comedia,361
u08429,Romance,243
u08430,Romance,12
u08431,Comedia,396
u08432,Comedia,492
u08433,CienciaFiccion,208
u08434,Drama,286
u08435,Animacion,318
u08436,Drama,137
u08437,Animacion,252
u08438,CienciaFiccion,53
u08439,Romance,237
u08440,CienciaFiccion,98
u08441,Terror,148
u08442,Documental,258
u08443,Romance,12
u08444,Accion,92
u08445,Documental,194
u08446,Romance,131
u08447,Terror,355
u08448,Animacion,94
u08449,CienciaFiccion,362
u08450,Drama,346
u08451,Comedia,378
u08452,Accion,310
u08453,CienciaFiccion,264
u08454,Terror,322
u08455,CienciaFiccion,316
u08456,Terror,182
u08457,Terror,148
u08458,Terror,4
u08459,Drama,393
u08460,Documental,121
u08461,Terror,157
u08462,Comedia,253
u08463,Comedia,415
u08464,Romance,336
u08465,Terror,349
u08466,Romance,154
u08467,Romance,338
u08468,Terror,152
u08469,Accion,235
u08470,Animacion,9
u08471,Comedia,64
u08472,CienciaFiccion,93
u08473,Accion,200
u08474,Documental,234
u08475,Romance,379
u08476,Accion,446
u08477,Drama,378
u08478,Drama,445
u08479,Accion,390
u08480,Romance,145
u08481,CienciaFiccion,286
u08482,Animacion,156
u08483,Terror,203
u08484,Terror,101
u08485,Animacion,49
u08486,CienciaFiccion,240
u08487,Accion,109
u08488,CienciaFiccion,328
u08489,Documental,271
u08490,Drama,357
u08491,Animacion,368
u08492,CienciaFiccion,397
u08493,Romance,35
u08494,Animacion,20
u08495,Accion,269
u08496,Drama,475
u08497,Documental,260
u08498,Comedia,488
u08499,CienciaFiccion,461
u08500,Comedia,56
u08501,Animacion,148
u08502,Romance,304
u08503,Accion,390
u08504,CienciaFiccion,122
u08505,Romance,193
u08506,Drama,478
u08507,Comedia,315
u08508,CienciaFiccion,52
u08509,Animacion,339
u08510,Accion,12
u08511,Terror,299
u08512,Terror,476
u08513,Comedia,202
u08514,Drama,128
u08515,Terror,371
u08516,CienciaFiccion,295
u08517,Drama,166
u08518,Terror,455
u08519,CienciaFiccion,193
u08520,Terror,149
u08521,Documental,495
u08522,Drama,260
u08523,Drama,74
u08524,Animacion,101
u08525,Documental,215
u08526,Documental,273
u08527,Documental,421
u08528,Drama,274
u08529,Documental,315
u08530,Accion,311
u08531,Romance,9
u08532,Accion,340
u08533,CienciaFiccion,186
u08534,Comedia,366
u08535,Animacion,420
u08536,Animacion,499
u08537,Animacion,251
u08538,CienciaFiccion,389
u08539,Terror,247
u08540,Accion,364
u08541,Animacion,41
u08542,Accion,76
u08543,Comedia,422
u08544,Animacion,216
u08545,Comedia,346
u08546,Comedia,118
u08547,Romance,241
u08548,Accion,360
u08549,Terror,397
u08550,Documental,145
u08551,CienciaFiccion,260
u08552,Comedia,75
u08553,CienciaFiccion,40
u08554,Terror,149
u08555,CienciaFiccion,68
u08556,Romance,38
u08557,Comedia,242
u08558,Romance,32
u08559,Animacion,172
u08560,Accion,281
u08561,CienciaFiccion,158
u08562,CienciaFiccion,27
u08563,Terror,45
u08564,Comedia,492
u08565,Comedia,356
u08566,Terror,447
u08567,Romance,417
u08568,Romance,84
u08569,CienciaFiccion,39
u08570,CienciaFiccion,204
u08571,Animacion,47
u08572,Animacion,86
u08573,Documental,205
u08574,Comedia,97
u08575,Drama,490
u08576,Terror,53
u08577,Documental,84
u08578,CienciaFiccion,2
u08579,Accion,52
u08580,Animacion,465
u08581,Romance,329
u08582,Comedia,62
u08583,Documental,406
u08584,Comedia,422
u08585,Terror,280
u08586,Animacion,69
u08587,Romance,425
u08588,Documental,277
u08589,Accion,153
u08590,Animacion,444
u08591,Accion,197
u08592,Romance,482
u08593,Animacion,381
u08594,Animacion,116
u08595,Animacion,248
u08596,CienciaFiccion,86
u08597,CienciaFiccion,495
u08598,Accion,268
u08599,Accion,151
u08600,Romance,403
u08601,Comedia,238
u08602,Terror,252
u08603,Accion,309
u08604,Romance,326
u08605,Romance,450
u08606,Romance,286
u08607,Romance,177
u08608,Terror,209
u08609,Romance,344
u08610,Comedia,40
u08611,Documental,97
u08612,Comedia,208
u08613,Romance,219
u08614,CienciaFiccion,106
u08615,Documental,105
u08616,Terror,114
u08617,Comedia,391
u08618,Accion,381
u08619,CienciaFiccion,283
u08620,Drama,22
u08621,Romance,17
u08622,Documental,347
u08623,Terror,17
u08624,CienciaFiccion,29
u08625,Accion,206
u08626,Drama,88
u08627,CienciaFiccion,303
u08628,CienciaFiccion,392
u08629,Terror,434
u08630,Drama,375
u08631,Documental,191
u08632,Accion,460
u08633,Comedia,103
u08634,Terror,253
u08635,Comedia,193
u08636,Animacion,335
u08637,Accion,277
u08638,Accion,164
u08639,Accion,238
u08640,CienciaFiccion,467
u08641,Romance,454
u08642,Accion,358
u08643,Documental,17
u08644,Animacion,15
u08645,Documental,298
u08646,Documental,68
u08647,Animacion,227
u08648,Accion,405
u08649,Drama,153
u08650,Accion,152
u08651,Drama,480
u08652,Accion,243
u08653,Accion,271
u08654,CienciaFiccion,190
u08655,Drama,63
u08656,Accion,338
u08657,Drama,77
u08658,Documental,306
u08659,Drama,27
u08660,Comedia,447
u08661,Documental,344
u08662,Romance,308
u08663,Documental,134
u08664,CienciaFiccion,351
u08665,Romance,158
u08666,Comedia,222
u08667,Accion,342
u08668,Animacion,287
u08669,Terror,394
u08670,Terror,164
u08671,Romance,27
u08672,Accion,446
u08673,Romance,430
u08674,Terror,357
u08675,Drama,188
u08676,Terror,266
u08677,CienciaFiccion,165
u08678,Drama,254
u08679,Animacion,255
u08680,Terror,374
u08681,Terror,308
u08682,Terror,382
u08683,Accion,261
u08684,Romance,272
u08685,Terror,484
u08686,Terror,386
u08687,Comedia,7
u08688,Animacion,140
u08689,Documental,158
u08690,CienciaFiccion,127
u08691,Documental,84
u08692,Accion,55
u08693,Comedia,254
u08694,Animacion,205
u08695,Drama,91
u08696,Terror,332
u08697,Accion,473
u08698,Terror,444
u08699,Animacion,349
u08700,Drama,445
u08701,Drama,396
u08702,CienciaFiccion,72
u08703,Romance,139
u08704,Terror,423
u08705,Accion,416
u08706,Animacion,38
u08707,CienciaFiccion,463
u08708,Romance,429
u08709,CienciaFiccion,38
u08710,Comedia,100
u08711,CienciaFiccion,468
u08712,Animacion,181
u08713,Accion,87
u08714,Accion,498
u08715,Animacion,261
u08716,CienciaFiccion,264
u08717,CienciaFiccion,100
u08718,Comedia,161
u08719,Documental,352
u08720,CienciaFiccion,374
u08721,Romance,425
u08722,Animacion,394
u08723,Romance,199
u08724,Terror,32
u08725,Romance,145
u08726,Comedia,492
u08727,Terror,47
u08728,CienciaFiccion,166
u08729,Accion,54
u08730,Drama,161
u08731,Romance,365
u08732,Drama,272
u08733,Drama,450
u08734,Accion,369
u08735,Accion,437
u08736,Accion,320
u08737,Romance,332
u08738,Animacion,99
u08739,Romance,68
u08740,CienciaFiccion,365
u08741,Terror,8
u08742,Terror,421
u08743,Terror,16
u08744,Documental,467
u08745,Animacion,333
u08746,Documental,413
u08747,Documental,499
u08748,Romance,381
u08749,CienciaFiccion,276
u08750,Romance,84
u08751,Drama,312
u08752,Drama,81
u08753,CienciaFiccion,293
u08754,Documental,54
u08755,Drama,141
u08756,Animacion,230
u08757,Animacion,412
u08758,Drama,16
u08759,Terror,25
u08760,Comedia,492
u08761,Drama,121
u08762,CienciaFiccion,144
u08763,Drama,184
u08764,Animacion,28
u08765,Comedia,483
u08766,Drama,268
u08767,Comedia,243
u08768,CienciaFiccion,399
u08769,Documental,484
u08770,Comedia,114
u08771,Romance,499
u08772,Accion,431
u08773,Terror,131
u08774,Animacion,148
u08775,Drama,60
u08776,Animacion,267
u08777,Drama,442
u08778,Romance,211
u08779,Accion,150
u08780,Documental,253
u08781,Drama,405
u08782,Animacion,70
u08783,Documental,307
u08784,Drama,448
u08785,Drama,81
u08786,Documental,298
u08787,CienciaFiccion,489
u08788,Animacion,61
u08789,Drama,9
u08790,CienciaFiccion,440
u08791,Terror,351
u08792,Terror,138
u08793,Terror,421
u08794,Comedia,188
u08795,Documental,486
u08796,Drama,400
u08797,Animacion,497
u08798,CienciaFiccion,54
u08799,Drama,439
u08800,Accion,160
u08801,Romance,188
u08802,Documental,337
u08803,Terror,97
u08804,Accion,408
u08805,Documental,282
u08806,CienciaFiccion,259
u08807,CienciaFiccion,137
u08808,Comedia,452
u08809,Documental,233
u08810,Documental,157
u08811,Romance,197
u08812,Accion,471
u08813,Drama,468
u08814,Comedia,88
u08815,Accion,496
u08816,Accion,141
u08817,Terror,269
u08818,Terror,115
u08819,CienciaFiccion,336
u08820,Romance,203
u08821,Romance,105
u08822,Documental,494
u08823,Documental,415
u08824,Terror,94
u08825,Accion,287
u08826,Animacion,334
u08827,Terror,109
u08828,Romance,178
u08829,CienciaFiccion,471
u08830,Animacion,145
u08831,Drama,144
u08832,Comedia,411
u08833,Comedia,449
u08834,CienciaFiccion,357
u08835,Animacion,182
u08836,CienciaFiccion,251
u08837,Accion,200
u08838,Accion,193
u08839,Drama,94
u08840,CienciaFiccion,81
u08841,Animacion,359
u08842,Terror,247
u08843,Terror,362
u08844,Animacion,216
u08845,Comedia,214
u08846,CienciaFiccion,396
u08847,Animacion,85
u08848,Romance,16
u08849,Animacion,147
u08850,CienciaFiccion,388
u08851,Accion,256
u08852,Animacion,91
u08853,Accion,77
u08854,Comedia,478
u08855,CienciaFiccion,208
u08856,Documental,243
u08857,Accion,358
u08858,CienciaFiccion,451
u08859,Documental,472
u08860,Comedia,356
u08861,Documental,3
u08862,Drama,149
u08863,Drama,234
u08864,CienciaFiccion,156
u08865,CienciaFiccion,273
u08866,Animacion,436
u08867,Terror,392
u08868,Drama,394
u08869,Accion,176
u08870,Comedia,324
u08871,CienciaFiccion,167
u08872,CienciaFiccion,118
u08873,Terror,224
u08874,CienciaFiccion,110
u08875,Animacion,339
u08876,Animacion,29
u08877,Comedia,91
u08878,Accion,340
u08879,Documental,457
u08880,Documental,166
u08881,Comedia,338
u08882,Accion,131
u08883,CienciaFiccion,215
u08884,Accion,58
u08885,Animacion,307
u08886,Comedia,299
u08887,Romance,246
u08888,CienciaFiccion,75
u08889,Terror,500
u08890,Accion,372
u08891,CienciaFiccion,100
u08892,CienciaFiccion,135
u08893,Drama,300
u08894,Accion,432
u08895,Romance,37
u08896,Romance,293
u08897,Drama,1
u08898,Comedia,462
u08899,Romance,129
u08900,Drama,165
u08901,Terror,93
u08902,Drama,7
u08903,Documental,113
u08904,Drama,250
u08905,CienciaFiccion,387
u08906,Animacion,17
u08907,CienciaFiccion,317
u08908,Drama,329
u08909,CienciaFiccion,414
u08910,Animacion,181
u08911,Romance,200
u08912,Accion,24
u08913,Drama,73
u08914,Drama,350
u08915,Romance,373
u08916,Terror,157
u08917,Animacion,174
u08918,CienciaFiccion,450
u08919,Accion,52
u08920,Drama,227
u08921,Comedia,89
u08922,Comedia,93
u08923,Drama,76
u08924,Documental,29
u08925,Animacion,102
u08926,Accion,17
u08927,Terror,420
u08928,Drama,437
u08929,Documental,385
u08930,Terror,439
u08931,Accion,477
u08932,Terror,287
u08933,CienciaFiccion,270
u08934,Animacion,56
u08935,Terror,62
u08936,Documental,358
u08937,Documental,285
u08938,Accion,350
u08939,Terror,223
u08940,Animacion,138
u08941,Comedia,172
u08942,Romance,3
u08943,Documental,52
u08944,Documental,411
u08945,Animacion,47
u08946,CienciaFiccion,302
u08947,Animacion,368
u08948,Terror,162
u08949,Animacion,96
u08950,Documental,56
u08951,Romance,205
u08952,Accion,296
u08953,Drama,474
u08954,Documental,299
u08955,Animacion,41
u08956,Romance,235
u08957,Drama,83
u08958,Accion,436
u08959,Romance,441
u08960,Terror,160
u08961,CienciaFiccion,410
u08962,Documental,220
u08963,Animacion,324
u08964,Drama,475
u08965,Animacion,199
u08966,Animacion,46
u08967,Terror,230
u08968,Terror,58
u08969,Drama,292
u08970,Comedia,91
u08971,Drama,247
u08972,Accion,16
u08973,Animacion,357
u08974,Drama,88
u08975,Documental,44
u08976,Comedia,62
u08977,CienciaFiccion,225
u08978,Documental,12
u08979,Romance,448
u08980,Comedia,250
u08981,Terror,404
u08982,Documental,332
u08983,Romance,381
u08984,Accion,19
u08985,Animacion,205
u08986,Animacion,12
u08987,Romance,276
u08988,Animacion,44
u08989,CienciaFiccion,181
u08990,Romance,189
u08991,Documental,417
u08992,Accion,182
u08993,Romance,104
u08994,Terror,16
u08995,Drama,45
u08996,Accion,218
u08997,Accion,48
u08998,Romance,234
u08999,Romance,147
u09000,Comedia,172
u09001,Comedia,220
u09002,Documental,304
u09003,Drama,277
u09004,Documental,366
u09005,CienciaFiccion,367
u09006,CienciaFiccion,305
u09007,CienciaFiccion,490
u09008,CienciaFiccion,282
u09009,Romance,61
u09010,Romance,493
u09011,Accion,465
u09012,Documental,303
u09013,Terror,23
u09014,CienciaFiccion,276
u09015,Accion,210
u09016,CienciaFiccion,488
u09017,Romance,500
u09018,CienciaFiccion,403
u09019,Comedia,96
u09020,CienciaFiccion,232
u09021,Accion,79
u09022,CienciaFiccion,341
u09023,Terror,66
u09024,CienciaFiccion,305
u09025,Romance,382
u09026,Drama,358
u09027,Terror,28
u09028,Documental,86
u09029,Drama,277
u09030,Animacion,457
u09031,Documental,177
u09032,Animacion,380
u09033,Drama,438
u09034,Accion,213
u09035,Animacion,77
u09036,Terror,111
u09037,Drama,195
u09038,Animacion,329
u09039,Accion,181
u09040,Drama,481
